,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
378,73,0,73402,Some-college,10,2,0,0,4,1,0,0,10,39,0
379,23,4,100345,HS-grad,9,4,3,2,4,1,0,0,15,39,0
380,43,6,126320,HS-grad,9,2,4,0,2,1,0,0,40,39,1
381,26,4,142226,Bachelors,13,0,13,1,4,0,0,0,40,39,0
382,58,6,112076,Doctorate,16,1,4,5,4,0,0,1485,35,39,1
383,52,4,225339,HS-grad,9,6,1,4,2,0,0,0,35,39,0
384,29,4,211208,11th,7,2,14,0,4,1,0,0,99,39,1
385,47,4,200808,11th,7,2,8,0,4,1,0,0,35,4,0
386,49,4,220618,HS-grad,9,0,1,4,2,0,0,0,37,39,0
387,40,4,210493,11th,7,6,1,4,4,0,0,0,40,39,0
388,62,6,369734,HS-grad,9,2,1,5,4,0,0,0,40,39,0
389,49,4,27898,HS-grad,9,2,4,0,4,1,0,1977,55,39,1
390,50,4,138193,Bachelors,13,0,10,2,4,0,0,0,50,39,1
391,31,4,224234,HS-grad,9,4,14,3,2,1,0,0,40,39,0
392,48,2,188741,Masters,14,4,10,1,4,0,0,0,50,39,0
393,24,4,183772,HS-grad,9,4,3,4,4,0,0,0,40,39,0
394,41,0,155041,HS-grad,9,4,0,3,4,0,3418,0,40,39,0
395,37,4,79586,HS-grad,9,5,7,3,1,1,0,0,60,39,0
396,45,4,355781,Bachelors,13,2,4,0,1,1,0,0,45,24,1
397,63,0,156158,HS-grad,9,2,0,0,4,1,0,0,16,39,0
398,36,4,116358,Masters,14,2,4,0,1,1,0,0,45,19,0
399,45,4,59287,Bachelors,13,2,4,0,4,1,0,0,40,39,0
400,41,4,138868,Bachelors,13,4,12,1,4,0,0,0,40,39,0
401,26,4,185885,Assoc-acdm,12,4,13,2,4,0,0,0,20,39,0
402,17,4,40299,11th,7,4,12,3,4,0,0,0,25,39,0
403,27,4,500068,HS-grad,9,2,8,0,4,1,0,0,36,0,0
404,43,4,51494,HS-grad,9,2,7,0,4,1,0,0,65,39,0
405,35,4,179481,HS-grad,9,4,14,3,4,1,0,0,55,39,0
406,38,4,365907,Bachelors,13,0,1,4,4,0,0,0,40,39,0
407,26,4,284343,HS-grad,9,4,7,1,4,1,0,0,40,39,0
408,28,4,204862,Some-college,10,4,4,3,4,0,0,0,40,39,0
409,38,4,272476,Bachelors,13,2,10,5,4,0,0,0,24,39,1
410,36,4,175130,11th,7,0,14,4,4,0,0,0,40,39,0
411,33,4,118941,HS-grad,9,2,1,5,4,0,0,0,40,39,1
412,19,4,164339,HS-grad,9,4,6,3,4,1,1055,0,70,39,0
413,22,0,213291,Assoc-acdm,12,4,0,3,4,1,0,0,25,39,0
414,42,1,55457,10th,6,2,1,0,4,1,0,0,40,26,0
415,50,4,280292,10th,6,2,14,0,4,1,0,0,40,39,1
416,30,4,446894,HS-grad,9,2,6,0,4,1,0,0,30,39,0
417,37,7,67083,Some-college,10,2,10,2,1,1,0,0,40,1,0
418,54,5,159219,Prof-school,15,2,10,0,4,1,99999,0,40,39,1
419,52,5,168539,Bachelors,13,4,4,1,4,1,0,0,40,39,0
420,65,4,88145,1st-4th,2,2,6,0,3,1,0,0,40,0,0
421,33,4,150309,HS-grad,9,0,3,1,4,0,0,0,40,39,0
422,25,4,122999,Some-college,10,4,13,2,4,1,0,0,40,39,0
423,24,4,302195,Bachelors,13,4,12,1,4,1,0,0,45,39,0
424,26,4,210982,Assoc-voc,11,5,1,4,2,0,114,0,40,39,0
425,39,4,177140,HS-grad,9,5,1,1,4,1,0,0,40,39,1
426,59,4,113838,HS-grad,9,0,8,1,4,0,0,0,40,39,0
427,29,4,97165,Some-college,10,4,1,4,4,0,0,0,40,39,0
428,47,4,104301,11th,7,4,8,3,4,0,0,0,45,39,0
429,23,0,192028,Some-college,10,4,0,3,4,0,0,0,35,39,0
430,64,5,115931,HS-grad,9,2,14,0,4,1,0,0,50,39,0
431,21,4,147280,HS-grad,9,4,8,3,3,1,0,0,20,39,0
432,32,4,185433,Some-college,10,2,1,5,2,0,0,0,40,39,1
433,26,4,599057,HS-grad,9,4,4,1,2,0,0,0,37,39,0
434,19,0,50626,Some-college,10,4,0,3,2,0,0,0,20,39,0
435,62,6,71467,Masters,14,2,10,0,4,1,0,0,40,39,0
436,32,4,183977,Bachelors,13,2,3,0,4,1,0,0,55,39,1
437,75,0,26586,10th,6,3,0,1,4,0,0,0,5,39,0
438,45,6,196858,HS-grad,9,2,4,0,4,1,0,0,60,39,0
439,31,4,160594,Bachelors,13,2,4,0,4,1,0,1887,50,39,1
440,32,4,65278,HS-grad,9,2,1,0,4,1,2580,0,40,39,0
441,24,4,102258,Bachelors,13,2,12,0,4,1,0,0,40,39,0
442,25,4,196947,Bachelors,13,4,12,3,4,0,0,0,40,39,0
443,41,6,233150,HS-grad,9,2,4,0,4,1,0,0,60,39,0
444,18,4,42857,Some-college,10,4,12,3,4,0,0,0,20,39,0
445,44,4,118059,Doctorate,16,2,10,0,4,1,0,0,55,39,1
446,40,4,169262,Some-college,10,2,4,0,4,1,3411,0,50,39,0
447,27,4,95108,Bachelors,13,4,10,1,4,1,0,0,40,39,0
448,23,4,161092,Bachelors,13,4,1,3,4,1,0,0,40,39,0
449,21,4,345253,Some-college,10,4,1,1,3,1,2174,0,40,39,0
450,37,7,111275,HS-grad,9,2,14,0,4,1,0,0,40,39,0
451,65,6,178878,HS-grad,9,2,5,0,4,1,0,0,48,39,0
452,43,1,157237,Masters,14,2,10,0,4,1,0,0,40,39,1
453,45,4,155664,HS-grad,9,4,1,1,4,1,0,0,44,39,0
454,24,7,322658,Bachelors,13,4,4,1,4,0,0,0,40,39,0
455,24,4,208503,Some-college,10,4,7,1,4,1,0,0,42,39,0
456,19,2,223326,Some-college,10,4,11,3,4,1,0,1721,35,39,0
457,37,4,20308,Bachelors,13,2,10,0,4,1,0,0,65,39,1
458,24,4,124751,HS-grad,9,4,1,3,4,0,0,0,35,39,0
459,34,4,113364,Some-college,10,2,7,0,4,1,0,0,40,11,0
460,50,7,196900,HS-grad,9,2,8,5,4,0,0,0,39,39,0
461,36,4,168170,HS-grad,9,2,3,0,4,1,0,0,40,33,0
462,39,4,205338,Bachelors,13,2,12,0,4,1,0,0,60,39,0
463,44,6,98806,7th-8th,4,2,3,0,4,1,0,0,38,39,0
464,45,7,226452,HS-grad,9,2,8,0,4,1,0,0,40,39,0
465,32,7,479179,11th,7,4,11,3,4,1,0,0,40,39,0
466,47,1,471990,Masters,14,2,4,0,2,1,0,0,40,39,1
467,50,4,44728,HS-grad,9,2,7,0,4,1,0,0,40,39,0
468,32,4,33117,Assoc-voc,11,2,8,0,4,1,0,0,40,39,0
469,19,4,264876,HS-grad,9,4,6,3,4,1,0,0,40,39,0
470,19,0,47235,Some-college,10,4,0,3,4,0,0,0,20,39,0
471,28,7,293628,Masters,14,0,10,1,4,1,0,0,10,0,0
472,28,4,193122,HS-grad,9,0,12,2,4,1,0,0,50,39,0
473,39,1,149347,Masters,14,4,10,1,4,1,0,0,40,31,1
474,21,4,129172,Some-college,10,4,8,1,4,1,2907,0,40,39,0
475,73,6,151255,Some-college,10,6,5,1,4,0,0,0,75,39,0
476,39,4,98886,7th-8th,4,2,8,0,4,1,4508,0,40,26,0
477,25,4,238673,Some-college,10,4,7,1,4,1,0,0,40,39,0
478,31,4,137991,Some-college,10,1,12,5,4,0,0,0,20,39,0
479,51,4,85942,Some-college,10,0,12,1,4,0,0,0,32,39,0
480,39,4,85783,Bachelors,13,2,1,5,4,0,0,0,28,39,0
481,31,4,174789,Bachelors,13,0,6,3,4,1,0,0,40,39,0
482,21,4,457162,Some-college,10,4,12,3,2,1,0,0,17,39,0
483,46,4,176026,Bachelors,13,0,4,1,4,1,27828,0,50,39,1
484,73,4,88594,HS-grad,9,0,4,1,4,0,0,0,35,39,0
485,41,4,311101,HS-grad,9,0,3,1,4,1,0,0,40,39,0
486,20,4,273989,HS-grad,9,4,14,3,4,1,0,0,40,39,0
487,27,4,370242,Assoc-acdm,12,4,8,1,4,1,0,0,30,39,0
488,24,4,194630,Bachelors,13,4,10,1,4,1,0,0,35,39,0
489,20,4,313817,Some-college,10,2,3,0,4,1,0,0,40,39,0
490,39,4,195843,Assoc-voc,11,4,7,3,4,1,0,0,40,39,0
491,27,4,203160,Bachelors,13,4,6,1,4,1,0,0,28,39,0
492,33,4,175856,11th,7,2,12,0,4,1,0,0,60,39,0
493,33,4,75435,HS-grad,9,2,6,0,0,1,0,0,40,39,0
494,36,7,291676,9th,5,2,3,0,2,1,0,0,40,39,0
495,55,4,192869,Some-college,10,2,4,0,4,1,0,0,36,39,0
496,19,4,124464,Some-college,10,4,7,3,4,1,0,0,40,39,0
497,35,4,98776,HS-grad,9,4,4,1,4,1,0,0,60,39,0
498,34,4,107960,5th-6th,3,4,7,2,1,1,0,0,40,25,0
499,62,7,312286,Prof-school,15,0,10,1,4,0,0,0,35,39,0
500,33,6,48520,Some-college,10,2,3,0,4,1,0,0,40,39,1
501,39,4,224541,9th,5,2,3,0,4,1,4386,0,55,26,0
502,36,2,237713,Some-college,10,2,13,0,4,1,0,0,40,39,0
503,41,4,309990,Bachelors,13,0,1,4,4,0,0,0,33,39,0
504,39,6,37019,HS-grad,9,2,3,0,4,1,0,0,60,39,0
505,38,0,48976,HS-grad,9,2,0,5,4,0,0,1887,10,39,1
506,18,4,170183,HS-grad,9,4,1,3,4,0,0,0,10,39,0
507,61,4,142988,Some-college,10,2,4,0,4,1,15024,0,45,39,1
508,20,1,163205,Assoc-voc,11,4,1,3,4,0,0,0,36,39,0
509,35,6,455379,HS-grad,9,2,14,0,4,1,0,0,65,39,1
510,27,4,104423,HS-grad,9,4,7,3,4,1,0,0,40,39,0
511,66,4,104936,10th,6,6,8,4,4,0,0,0,38,39,0
512,21,4,542610,HS-grad,9,4,14,2,2,1,0,0,40,39,0
513,20,4,208117,Some-college,10,4,8,3,4,0,0,0,18,39,0
514,34,4,105141,Some-college,10,0,1,3,4,1,0,0,40,39,0
515,63,4,156120,5th-6th,3,4,9,1,4,0,0,0,50,0,0
516,20,0,38455,HS-grad,9,4,0,4,4,1,0,0,40,39,0
517,31,4,213339,HS-grad,9,5,13,1,4,0,0,0,40,39,0
518,41,4,177989,Doctorate,16,2,10,0,4,1,0,2051,60,39,0
519,64,7,107732,1st-4th,2,2,5,0,3,1,0,0,45,4,0
520,32,4,312403,Bachelors,13,4,4,1,4,0,0,0,40,39,0
521,30,2,176992,HS-grad,9,2,14,0,4,1,0,0,50,39,1
522,36,6,84294,Bachelors,13,2,5,0,4,1,0,0,72,39,0
523,22,4,143062,Some-college,10,4,5,3,4,1,0,0,12,39,0
524,53,2,139671,Some-college,10,2,4,0,4,1,0,0,50,39,0
525,50,4,116814,HS-grad,9,6,1,1,0,0,0,0,40,39,0
526,36,4,37778,Bachelors,13,2,4,0,4,1,0,0,40,39,0
527,41,5,240900,11th,7,2,4,0,4,1,0,0,40,39,0
528,55,4,202652,Bachelors,13,4,4,1,4,0,0,0,35,39,0
529,38,4,52187,Bachelors,13,2,12,0,4,1,15024,0,50,39,1
530,28,4,349751,Bachelors,13,4,4,1,2,1,2174,0,50,39,0
531,24,2,238384,Bachelors,13,4,10,3,4,0,0,0,37,39,0
532,60,4,209844,Some-college,10,0,1,2,4,0,0,0,40,39,0
533,54,4,333301,10th,6,2,8,0,2,1,0,0,40,39,0
534,27,5,214974,HS-grad,9,2,3,0,4,1,0,0,60,39,0
535,30,4,113453,Masters,14,2,10,5,4,0,0,0,30,39,0
536,54,4,162238,HS-grad,9,6,14,1,4,1,0,0,45,39,0
537,44,4,98779,Some-college,10,2,3,0,4,1,5178,0,40,39,1
538,52,4,165001,HS-grad,9,2,14,0,4,1,0,0,60,39,1
539,18,4,78528,11th,7,4,8,3,4,1,0,0,20,39,0
540,55,4,353881,7th-8th,4,2,14,0,4,1,0,0,50,39,0
541,35,4,251396,Bachelors,13,2,10,0,4,1,0,0,50,39,1
542,37,4,178100,Bachelors,13,0,4,1,4,0,0,0,40,39,1
543,22,4,416165,Some-college,10,4,1,3,4,0,0,0,40,39,0
544,45,4,177536,Bachelors,13,2,4,0,4,1,0,0,45,9,1
545,38,4,203717,Bachelors,13,2,5,0,4,1,0,0,60,39,0
546,48,4,107231,Bachelors,13,2,10,0,4,1,0,0,40,39,0
547,35,4,106448,Assoc-voc,11,2,8,0,4,1,0,0,40,39,0
548,21,4,196816,Assoc-voc,11,2,3,2,4,1,0,0,50,39,0
549,37,6,191342,HS-grad,9,2,3,0,1,1,0,0,60,30,1
550,18,4,170194,11th,7,4,12,3,4,1,0,0,25,39,0
551,26,4,113587,10th,6,0,7,3,4,1,0,0,35,39,0
552,48,5,72425,Bachelors,13,2,3,0,4,1,0,0,50,39,0
553,51,4,217480,Some-college,10,5,1,1,2,1,8614,0,40,39,1
554,52,4,120914,Some-college,10,2,3,0,4,1,0,0,40,39,0
555,32,7,33945,Bachelors,13,2,5,0,4,1,0,0,40,39,1
556,39,6,199753,Bachelors,13,2,8,0,4,1,0,0,60,39,0
557,51,4,144284,Bachelors,13,2,10,0,4,1,0,0,40,39,1
558,54,4,53833,Bachelors,13,2,12,0,4,1,0,0,50,39,0
559,21,4,151158,Some-college,10,4,10,1,4,0,0,0,25,39,0
560,43,4,125577,HS-grad,9,5,1,4,2,0,0,0,40,39,0
561,32,4,242323,Some-college,10,4,1,3,4,0,0,0,40,39,0
562,31,7,195181,Masters,14,2,10,0,4,1,0,0,35,39,1
563,73,0,145748,HS-grad,9,2,0,0,4,1,0,0,8,39,0
564,26,4,341672,Some-college,10,4,1,2,1,1,0,0,60,19,0
565,35,4,116369,HS-grad,9,4,3,1,4,1,0,0,40,39,0
566,73,4,113446,5th-6th,3,2,4,0,4,1,0,0,54,39,1
567,25,6,121285,Bachelors,13,4,12,1,4,0,0,0,40,39,0
568,58,6,25124,Assoc-voc,11,2,5,0,4,1,0,2377,65,39,0
569,32,4,182274,HS-grad,9,5,8,3,4,0,0,0,37,39,0
570,28,4,103548,Bachelors,13,2,10,0,4,1,0,0,40,39,0
571,41,6,38434,Masters,14,4,12,1,4,0,0,0,30,39,0
572,53,6,317313,HS-grad,9,2,3,0,4,1,0,0,48,39,0
573,49,4,177543,HS-grad,9,5,1,4,4,0,0,0,35,39,0
574,55,4,139834,Bachelors,13,2,10,0,4,1,0,0,40,39,1
575,29,4,118478,Some-college,10,2,1,5,4,0,7298,0,50,39,1
576,28,6,147951,Assoc-voc,11,2,5,0,4,1,0,0,80,39,0
577,44,4,201734,HS-grad,9,2,3,0,4,1,0,0,45,39,0
578,41,4,198196,Masters,14,2,4,0,4,1,0,0,45,39,1
579,26,4,141876,Assoc-voc,11,2,12,0,4,1,3103,0,45,39,1
580,23,4,325179,HS-grad,9,2,12,0,4,1,0,0,40,39,1
581,37,6,143774,Bachelors,13,2,10,5,4,0,0,0,40,11,1
582,23,4,152328,Bachelors,13,4,10,3,4,1,13550,0,50,39,1
583,33,4,479600,Some-college,10,4,8,4,2,0,0,0,40,39,0
584,44,4,180599,HS-grad,9,4,3,3,4,1,0,0,40,39,1
585,21,4,448026,Some-college,10,4,11,3,4,1,2907,0,30,39,0
586,36,4,300333,11th,7,2,4,0,4,1,0,0,40,5,0
587,44,2,184105,Bachelors,13,2,1,0,4,1,5013,0,40,39,0
588,23,4,202084,HS-grad,9,4,8,4,2,0,0,0,40,39,0
589,26,4,29515,HS-grad,9,0,4,3,4,1,0,0,40,39,0
590,32,4,247328,5th-6th,3,4,8,1,4,1,0,0,40,26,0
591,31,4,188246,Some-college,10,2,6,0,4,1,0,0,40,39,1
592,50,2,105788,HS-grad,9,5,4,4,2,0,6497,0,35,39,0
593,18,5,352640,Some-college,10,4,1,3,4,0,0,0,20,39,0
594,49,4,132576,Bachelors,13,2,4,0,4,1,0,0,50,39,1
595,59,4,128829,HS-grad,9,0,8,1,4,0,0,0,40,39,0
596,38,4,93140,HS-grad,9,5,7,4,2,0,0,0,28,39,0
597,50,5,155965,Some-college,10,2,12,0,4,1,0,0,55,39,0
598,51,5,335902,Some-college,10,2,3,0,4,1,0,1672,55,39,0
599,22,4,158522,Some-college,10,4,7,3,1,1,0,0,35,39,0
600,54,4,174806,HS-grad,9,2,7,5,4,0,0,0,40,39,1
601,37,4,32207,HS-grad,9,4,14,1,4,1,0,0,40,39,0
602,31,4,43607,Bachelors,13,6,1,4,4,1,0,0,60,39,0
603,67,7,168224,Bachelors,13,2,4,0,4,1,0,0,40,39,0
604,43,0,180318,11th,7,5,0,2,4,1,0,0,40,39,0
605,21,4,311376,Some-college,10,4,4,2,4,0,0,0,40,39,0
606,30,4,101562,HS-grad,9,4,1,1,4,0,0,0,40,39,0
607,32,2,267859,Some-college,10,2,11,0,4,1,0,0,50,5,0
608,36,4,86143,Assoc-voc,11,4,3,3,1,1,0,0,40,39,0
609,33,2,217304,Bachelors,13,4,1,1,2,1,0,0,40,39,0
610,37,4,410034,HS-grad,9,2,3,0,4,1,0,0,56,39,0
611,29,4,293073,Prof-school,15,2,10,0,4,1,7298,0,48,39,1
612,18,0,39493,Some-college,10,4,0,3,4,1,0,0,30,39,0
613,26,4,247425,Some-college,10,4,12,1,2,1,0,0,40,14,0
614,51,4,128338,7th-8th,4,2,10,0,4,1,0,0,40,39,0
615,39,4,189344,HS-grad,9,2,7,0,4,1,0,0,40,26,0
616,18,4,366154,HS-grad,9,4,8,1,4,1,0,0,30,39,0
617,52,4,163051,12th,8,2,7,0,4,1,0,1628,40,39,0
618,31,4,437200,Some-college,10,2,5,0,4,1,0,0,40,26,0
619,45,4,323798,Bachelors,13,2,4,0,4,1,7298,0,53,39,1
620,38,4,182570,Some-college,10,2,7,0,4,1,0,0,38,39,0
621,21,4,200318,Assoc-acdm,12,4,12,1,4,0,0,0,35,39,0
622,33,4,48520,HS-grad,9,5,6,1,4,1,0,0,40,39,0
623,39,4,130007,Some-college,10,0,3,4,4,1,0,0,40,39,0
624,31,4,166248,HS-grad,9,2,7,0,4,1,0,0,40,39,0
625,43,4,203554,Bachelors,13,2,4,0,4,1,0,1902,50,39,1
626,64,0,192715,Bachelors,13,2,0,0,4,1,0,1672,10,39,0
627,33,5,291333,Bachelors,13,2,4,0,4,1,7298,0,45,39,1
628,49,6,39140,HS-grad,9,2,5,0,4,1,0,0,60,39,0
629,41,4,266439,HS-grad,9,2,7,0,4,1,0,0,40,39,0
630,55,6,126840,Some-college,10,0,7,1,4,1,0,0,40,39,0
631,52,4,166419,Some-college,10,0,1,1,2,0,0,0,37,39,0
632,42,4,287129,Bachelors,13,0,10,1,2,1,0,0,40,39,0
633,24,4,206827,Some-college,10,4,1,3,4,0,0,0,30,39,0
634,42,4,173888,HS-grad,9,3,1,1,4,1,0,0,52,39,0
635,41,7,253250,Bachelors,13,2,4,0,4,1,7298,0,40,39,1
636,35,4,337239,HS-grad,9,2,7,0,4,1,0,0,40,26,0
637,71,0,113445,5th-6th,3,2,0,0,4,1,0,0,10,39,0
638,54,1,201127,Masters,14,0,4,1,4,1,0,0,42,39,1
639,24,4,403107,5th-6th,3,4,6,2,4,1,0,0,40,26,0
640,59,0,179078,HS-grad,9,6,0,4,2,0,0,0,40,39,0
641,30,0,126402,11th,7,4,0,4,2,0,0,0,40,39,0
642,57,1,223892,Bachelors,13,2,4,5,4,0,0,0,40,39,1
643,58,7,191318,Masters,14,2,4,0,4,1,15024,0,40,39,1
644,32,4,394708,HS-grad,9,4,8,4,2,1,0,0,40,39,0
645,22,4,119474,HS-grad,9,4,12,3,4,0,1055,0,25,39,0
646,20,4,419984,HS-grad,9,0,8,4,4,0,0,0,25,39,0
647,60,0,164730,Bachelors,13,2,0,0,4,1,0,0,40,39,0
648,51,4,190678,HS-grad,9,0,10,4,2,0,0,0,40,0,0
649,26,2,197897,HS-grad,9,4,1,3,2,0,0,0,20,9,0
650,33,4,286675,11th,7,2,3,0,4,1,0,0,40,39,0
651,19,4,191986,10th,6,4,12,4,4,0,0,0,40,39,0
652,50,6,90525,HS-grad,9,2,8,5,4,0,15024,0,20,39,1
653,32,4,56150,HS-grad,9,2,12,0,4,1,0,0,40,39,0
654,51,2,248327,Bachelors,13,2,14,0,2,1,0,0,40,39,1
655,18,4,90860,Some-college,10,4,12,3,1,0,0,0,20,39,0
656,35,1,104858,Masters,14,2,4,0,4,1,0,0,50,39,1
657,22,0,228686,Some-college,10,0,0,3,4,1,0,1602,25,39,0
658,46,4,196707,HS-grad,9,0,3,1,4,1,0,0,55,39,0
659,37,4,29430,HS-grad,9,0,12,4,4,1,0,0,45,39,0
660,45,4,54038,Some-college,10,2,1,5,4,0,0,1902,20,39,1
661,63,4,281025,9th,5,2,6,0,4,1,0,0,32,39,0
662,53,4,258832,HS-grad,9,4,8,2,1,1,0,0,10,30,0
663,24,4,131220,HS-grad,9,4,1,3,2,0,0,0,40,39,0
664,65,0,190454,11th,7,2,0,0,4,1,0,0,29,39,0
665,43,4,315971,Assoc-acdm,12,4,10,1,4,0,0,0,32,0,1
666,47,4,265097,HS-grad,9,2,7,0,4,1,0,0,40,39,0
667,41,4,185057,HS-grad,9,4,4,4,4,0,0,0,40,39,0
668,27,4,169557,HS-grad,9,0,7,1,4,1,6849,0,40,39,0
669,35,5,333636,HS-grad,9,2,4,0,2,1,0,0,75,39,0
670,19,4,181652,Some-college,10,4,1,3,4,0,0,0,24,39,0
671,47,4,34307,Some-college,10,5,8,1,4,0,0,0,35,39,0
672,25,1,198813,Bachelors,13,4,1,4,2,0,0,1590,40,39,0
673,59,2,240030,Prof-school,15,2,4,0,4,1,0,0,40,39,1
674,28,4,226089,10th,6,4,7,4,4,0,0,0,40,39,0
675,17,4,190941,10th,6,4,12,3,4,0,0,0,20,39,0
676,21,4,160261,Some-college,10,4,4,3,1,1,2463,0,50,9,0
677,31,4,208458,HS-grad,9,0,12,4,3,0,0,0,40,26,0
678,49,4,112761,HS-grad,9,0,6,1,4,0,0,0,40,39,0
679,48,2,67716,Masters,14,2,10,0,4,1,7688,0,50,39,1
680,60,6,121076,Doctorate,16,0,12,1,4,1,0,0,20,39,0
681,33,6,182556,12th,8,4,14,1,4,1,0,0,40,39,0
682,40,4,231348,HS-grad,9,2,3,0,4,1,0,0,40,39,0
683,42,4,55395,Some-college,10,2,3,0,4,1,0,0,52,39,0
684,34,4,344073,HS-grad,9,2,14,0,4,1,5013,0,40,39,0
685,38,1,318912,Assoc-voc,11,0,1,3,2,1,0,0,52,39,0
686,58,6,237546,Some-college,10,2,4,0,4,1,0,0,70,39,1
687,20,4,346341,Some-college,10,4,1,1,4,0,0,0,40,0,0
688,52,4,305090,Some-college,10,5,12,2,4,0,0,0,55,39,0
689,22,2,198478,Some-college,10,2,11,0,4,1,0,0,40,39,0
690,24,4,321435,Bachelors,13,2,5,0,4,1,0,0,35,39,1
691,39,4,259716,HS-grad,9,0,7,4,4,0,0,0,40,26,0
692,41,4,191547,Masters,14,2,4,0,4,1,99999,0,55,39,1
693,37,0,171482,Some-college,10,2,0,0,4,1,0,0,30,39,0
694,56,4,225927,9th,5,2,3,0,4,1,2580,0,40,39,0
695,21,4,256504,HS-grad,9,4,8,1,4,0,0,0,40,39,0
696,29,4,168526,HS-grad,9,0,12,4,4,0,0,0,25,39,0
697,45,4,44489,Assoc-voc,11,0,8,1,4,1,0,0,10,39,0
698,44,2,159449,Some-college,10,2,11,0,4,1,0,0,80,39,1
699,54,4,387540,Masters,14,2,10,0,4,1,0,0,45,39,1
700,24,4,314819,Some-college,10,4,3,1,4,1,2174,0,40,39,0
701,40,4,34722,Bachelors,13,2,4,0,4,1,0,0,50,39,0
702,43,7,125831,Bachelors,13,4,10,3,4,1,99999,0,60,39,1
703,20,0,239805,Some-college,10,4,0,1,4,1,0,0,16,39,0
704,41,6,264663,11th,7,0,8,1,4,0,0,0,40,39,0
705,32,4,294121,Assoc-voc,11,0,1,1,4,0,0,0,40,39,0
706,31,4,83912,Bachelors,13,2,1,5,4,0,0,0,25,26,0
707,26,4,241626,HS-grad,9,0,1,1,4,1,0,0,40,39,0
708,50,7,137815,Bachelors,13,2,3,0,4,1,0,0,40,39,1
709,62,5,153891,Assoc-voc,11,2,4,0,4,1,3137,0,40,39,0
710,24,4,83774,HS-grad,9,2,8,0,4,1,2885,0,45,39,0
711,58,4,199067,Bachelors,13,0,4,1,4,1,0,0,65,39,1
712,44,5,57233,Some-college,10,2,3,0,4,1,0,0,40,39,1
713,44,4,211517,12th,8,0,8,1,4,1,0,0,40,39,0
714,37,5,132879,Some-college,10,2,14,0,4,1,0,0,50,39,1
715,65,6,72776,7th-8th,4,4,5,1,4,1,2964,0,40,39,0
716,33,4,54318,HS-grad,9,2,3,0,4,1,0,0,40,39,1
717,34,0,143582,HS-grad,9,3,0,1,1,0,0,0,37,36,0
718,56,6,174564,Masters,14,2,10,0,4,1,0,0,60,39,1
719,35,4,179579,Masters,14,2,4,0,4,1,0,1977,48,39,1
720,33,4,187618,Bachelors,13,4,10,3,4,1,0,1741,40,39,0
721,35,4,186819,Bachelors,13,2,13,0,4,1,0,0,48,39,0
722,47,6,60087,Some-college,10,3,4,1,4,0,0,0,60,39,0
723,35,6,28987,9th,5,2,3,0,0,1,0,0,96,39,0
724,56,4,187355,Some-college,10,0,12,4,4,0,0,0,40,39,0
725,29,5,218555,Masters,14,4,10,3,4,1,0,0,40,39,0
726,53,5,94214,Prof-school,15,2,10,0,1,1,7298,0,50,37,1
727,42,4,204729,Assoc-voc,11,5,12,4,2,0,0,0,25,39,0
728,20,0,281668,Some-college,10,4,0,2,2,0,0,0,40,39,0
729,24,4,236696,Bachelors,13,4,13,1,4,1,0,0,50,36,0
730,33,4,179747,HS-grad,9,2,7,0,4,1,0,0,40,39,0
731,42,4,187322,10th,6,2,12,0,4,1,0,0,45,39,0
732,38,7,116975,Some-college,10,2,11,0,4,1,0,1887,50,39,1
733,32,4,205950,HS-grad,9,4,7,3,4,1,0,0,40,39,0
734,20,6,190968,7th-8th,4,4,3,3,4,1,0,0,20,39,0
735,32,4,160458,HS-grad,9,2,3,0,4,1,0,0,50,39,0
736,28,2,190911,Some-college,10,2,11,0,4,1,0,0,40,39,1
737,51,4,85382,HS-grad,9,2,3,0,4,1,0,0,55,39,1
738,41,2,129793,HS-grad,9,4,8,3,4,1,0,0,30,39,0
739,37,2,270181,Assoc-acdm,12,3,8,4,2,0,0,0,50,39,0
740,23,4,243723,HS-grad,9,2,8,5,4,0,0,0,40,39,0
741,40,4,168113,HS-grad,9,2,3,0,4,1,0,0,40,39,0
742,47,4,652784,10th,6,2,7,0,4,1,0,0,40,39,0
743,46,6,315984,HS-grad,9,2,4,0,4,1,0,0,50,39,0
744,24,4,311311,Bachelors,13,4,12,1,4,1,0,0,40,39,0
745,40,4,111336,HS-grad,9,0,7,4,2,0,0,0,28,39,0
746,30,6,100252,HS-grad,9,2,7,3,1,1,0,0,60,35,0
747,41,7,186990,Prof-school,15,6,10,1,3,0,0,0,52,39,1
748,37,7,241633,Bachelors,13,2,1,5,2,0,0,0,45,39,1
749,49,1,252616,HS-grad,9,2,14,0,1,1,0,0,40,30,0
750,41,1,46366,Bachelors,13,2,4,5,2,0,0,0,50,39,1
751,52,2,266138,Assoc-voc,11,2,4,0,4,1,0,0,35,39,0
752,23,4,32732,Some-college,10,4,12,1,4,1,0,0,50,39,0
753,34,4,361978,HS-grad,9,0,3,4,2,0,1471,0,40,39,0
754,25,7,77661,Bachelors,13,4,4,1,4,0,0,2444,40,39,1
755,44,5,60087,HS-grad,9,2,3,0,4,1,0,0,45,39,1
756,31,2,197550,HS-grad,9,0,10,4,4,1,0,0,33,39,0
